""	"Gene1"	"Gene2"	"Gene3"	"Gene4"	"Gene5"	"Gene6"	"Gene7"	"Gene8"	"Gene9"	"Gene10"	"Gene11"	"Gene12"	"Gene13"	"Gene14"	"Gene15"	"Gene16"	"Gene17"	"Gene18"	"Gene19"	"Gene20"	"Gene21"	"Gene22"	"Gene23"	"Gene24"	"Gene25"	"Gene26"	"Gene27"	"Gene28"	"Gene29"	"Gene30"	"Gene31"	"Gene32"	"Gene33"	"Gene34"	"Gene35"	"Gene36"	"Gene37"	"Gene38"	"Gene39"	"Gene40"	"Gene41"	"Gene42"	"Gene43"	"Gene44"	"Gene45"	"Gene46"	"Gene47"	"Gene48"
"57"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"
"58"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"
"59"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"
"60"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"
"61"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"
"62"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"
"63"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"
"64"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"
"65"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"
"66"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"
"67"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"
"68"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"
"69"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"
"70"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"
"71"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"
"72"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"
"73"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"
"74"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"
"75"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"
"76"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"
"77"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"
"78"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"
"79"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"
"80"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"
"81"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"
"82"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"
"83"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"
"84"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"
"85"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"
"86"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"
"87"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"
"88"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"
"89"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"
"90"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"
"91"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"
"92"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"
"93"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"
"94"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"
"95"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"
"96"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"
"97"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 1"	" 1"	" 1"
"98"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 0"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 1"	" 0"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"
"99"	" 0"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 0"	" 1"	" 0"	" 1"	" 1"	" 0"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"	" 0"	" 1"	" 1"	" 0"	" 1"	" 0"	" 0"	" 1"	" 1"	" 1"
"100"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"
"101"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"
"102"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"
"103"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"
"104"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"
"105"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"
"106"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"
"107"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"
"108"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"
"109"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"
"110"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"
"111"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"
